Fecha entrada,Fecha Anulacion,Fecha venta,Noches,Tip_Hab_Fra,R_Factura,AD,NI,CU,Horario_Venta,P_Alojamiento,P_Desayuno,P_Almuerzo,P_Cena,Cantidad_Habitaciones,Mes_Entrada,Mes_Venta,Antelacion,Score Canc
2018-08-10,2018-07-30,2018-07-30,4,DSC,MPC,2,0,1,Tarde,499.09,23.68,0.0,59.2,1,August,July,11,0.0
2018-08-24,2018-08-15,2018-07-30,3,EM,MPA,2,0,0,Tarde,497.55,23.49,58.74,0.0,1,August,July,25,0.6153846153846154
2018-08-24,2018-08-06,2018-07-30,3,EC,MPA,2,0,0,Tarde,260.16,12.45,31.14,0.0,1,August,July,25,0.2692307692307693
2018-08-20,2018-08-08,2018-07-30,7,EC,HD,1,0,0,Tarde,851.51003,35.49,0.0,0.0,1,August,July,21,0.409090909090909
2018-08-20,2018-07-31,2018-07-30,3,EC,PC,2,0,0,Tarde,334.83,18.03,45.06,45.06,2,August,July,21,0.0454545454545454
2018-08-20,2018-07-31,2018-07-30,3,EC,PC,2,0,0,Tarde,334.83,18.03,45.06,45.06,2,August,July,21,0.0454545454545454
2018-08-11,2018-08-10,2018-07-30,6,EC,MPA,4,0,0,Tarde,1039.39998,49.02,122.58,0.0,1,August,July,12,0.8461538461538461
2018-08-17,2018-08-16,2018-07-30,6,EC,MPA,3,0,0,Noche,793.3600200000001,37.62,94.02,0.0,1,August,July,18,0.8947368421052632
2018-09-01,2018-08-17,2018-07-30,5,EC,PC,4,0,0,Noche,469.7,25.4,63.45,63.45,3,September,July,33,0.5294117647058824
2018-08-27,2018-07-31,2018-07-30,4,EC,PC,2,0,0,Noche,298.64,16.24,40.6,40.6,1,August,July,28,0.0344827586206896
2018-08-27,2018-07-31,2018-07-30,3,EC,PC,2,0,0,Noche,278.31,15.03,37.62,37.62,2,August,July,28,0.0344827586206896
2018-08-27,2018-07-31,2018-07-30,3,EC,PC,2,0,0,Noche,278.31,15.03,37.62,37.62,2,August,July,28,0.0344827586206896
2018-08-10,2018-07-31,2018-07-30,3,EC,HD,3,0,0,Noche,425.88999,17.759999999999998,0.0,0.0,1,August,July,11,0.0833333333333333
2018-08-19,2018-08-07,2018-07-31,4,EC,HD,2,0,0,Ma̱ana,363.04,15.12,0.0,0.0,1,August,July,19,0.35
2018-08-27,2018-07-31,2018-07-31,3,EC,PC,2,0,0,Ma̱ana,278.31,15.03,37.62,37.62,1,August,July,27,0.0
2018-08-17,2018-07-31,2018-07-31,3,DSC,PC,2,0,0,Ma̱ana,339.69999,18.27,45.69,45.69,1,August,July,17,0.0
2018-08-20,2018-08-01,2018-07-31,6,DSC,MPC,3,0,0,Tarde,1142.6999999999998,53.82000000000001,0.0,134.64,1,August,July,20,0.0476190476190476
2018-08-12,2018-08-11,2018-07-31,5,EC,HD,3,0,0,Tarde,1025.99,42.75,0.0,0.0,1,August,July,12,0.8461538461538461
2018-08-15,2018-08-08,2018-07-31,3,EC,MPC,2,1,1,Tarde,326.07,15.51,0.0,38.79,1,August,July,15,0.5
2018-08-17,2018-08-02,2018-07-31,3,DSC,MPC,3,0,0,Tarde,539.79,25.47,0.0,63.63,4,August,July,17,0.1111111111111111
2018-08-17,2018-08-02,2018-07-31,3,DSC,MPC,3,0,0,Tarde,539.79,25.47,0.0,63.63,4,August,July,17,0.1111111111111111
2018-08-17,2018-08-02,2018-07-31,3,DSC,MPC,3,0,0,Tarde,539.79,25.47,0.0,63.63,4,August,July,17,0.1111111111111111
2018-08-17,2018-08-02,2018-07-31,3,EM,MPC,3,1,0,Tarde,539.79,25.47,0.0,63.63,4,August,July,17,0.1111111111111111
2018-08-23,2018-08-06,2018-07-31,4,EC,HD,2,2,0,Tarde,599.5,25.0,0.0,0.0,1,August,July,23,0.25
2018-08-20,2018-08-02,2018-07-31,3,EM,PC,2,0,0,Tarde,497.43999,26.58,66.44999999999999,66.44999999999999,2,August,July,20,0.0952380952380952
2018-08-20,2018-08-02,2018-07-31,3,EM,PC,2,0,0,Tarde,497.43999,26.58,66.44999999999999,66.44999999999999,2,August,July,20,0.0952380952380952
2018-08-18,2018-08-02,2018-07-31,3,EC,PC,2,0,0,Tarde,490.62,26.22,65.55000000000001,65.55000000000001,1,August,July,18,0.1052631578947368
2018-08-12,2018-08-03,2018-07-31,1,EC,HD,2,0,0,Noche,107.81,4.49,0.0,0.0,1,August,July,12,0.2307692307692307
2018-08-22,2018-08-21,2018-04-08,3,DSC,SA,2,0,0,Noche,528.84,0.0,0.0,0.0,1,August,April,136,0.9854014598540146
2018-08-26,2018-08-14,2018-07-31,3,EC,HD,2,0,0,Noche,222.12,9.24,0.0,0.0,1,August,July,26,0.5185185185185186
2018-08-03,2018-08-01,2018-07-31,4,EC,HD,2,0,0,Noche,586.58,24.44,0.0,0.0,1,August,July,3,0.25
2018-08-14,2018-08-13,2018-07-31,5,EC,MPA,4,0,0,Noche,969.36665,45.650000000000006,114.15,0.0,1,August,July,14,0.8666666666666667
2018-08-26,2018-07-31,2018-07-31,6,EC,MPA,2,0,0,Noche,529.54002,25.32,63.3,0.0,1,August,July,26,0.0
2018-09-06,2018-08-25,2018-07-31,3,DSC,PC,2,0,0,Noche,331.20000000000005,17.82,44.58,44.58,1,September,July,37,0.6578947368421053
2018-09-07,2018-08-25,2018-07-31,3,DSC,PC,2,0,0,Noche,304.35,16.41,41.04,41.04,1,September,July,38,0.641025641025641
2018-08-11,2018-08-10,2018-07-31,7,EC,MPC,3,0,0,Noche,1380.4,65.03,0.0,162.54,1,August,July,11,0.8333333333333334
2018-08-27,2018-08-13,2018-07-31,3,EC,HD,2,0,0,Noche,222.12,9.24,0.0,0.0,1,August,July,27,0.4642857142857143
2018-08-10,2018-08-01,2018-07-31,7,EM,PC,2,0,0,Noche,780.04003,42.0,104.93,104.93,2,August,July,10,0.0909090909090909
2018-08-10,2018-08-01,2018-07-31,7,EM,PC,2,0,0,Noche,780.04003,42.0,104.93,104.93,2,August,July,10,0.0909090909090909
2018-08-27,2018-08-15,2018-07-31,4,EC,HD,2,0,0,Noche,431.24,17.96,0.0,0.0,1,August,July,27,0.5357142857142857
2018-08-11,2018-08-02,2018-08-01,4,EC,HD,2,2,0,Ma̱ana,850.52,35.44,0.0,0.0,1,August,August,10,0.0909090909090909
2018-08-12,2018-08-04,2018-07-31,1,EC,HD,3,0,0,Ma̱ana,148.24,6.18,0.0,0.0,1,August,July,12,0.3076923076923077
2018-08-03,2018-08-01,2018-07-31,4,EC,HD,2,0,0,Ma̱ana,586.58,24.44,0.0,0.0,1,August,July,3,0.25
2018-08-02,2018-08-01,2018-08-01,3,EC,HD,2,1,0,Ma̱ana,397.44,16.56,0.0,0.0,1,August,August,1,0.0
2018-08-26,2018-08-14,2018-08-01,3,EC,HD,2,0,0,Ma̱ana,323.43,13.47,0.0,0.0,1,August,August,25,0.5
2018-08-19,2018-08-18,2018-08-01,3,EM,HD,3,0,0,Ma̱ana,379.19001,15.81,0.0,0.0,1,August,August,18,0.8947368421052632
2018-08-16,2018-08-02,2018-08-01,3,EC,MPC,2,0,0,Tarde,376.32,17.85,0.0,44.64,1,August,August,15,0.0625
2018-08-04,2018-08-03,2018-08-01,4,EC,PC,2,2,0,Tarde,972.88,51.72,129.32,129.32,1,August,August,3,0.5
2018-08-22,2018-08-01,2018-08-01,4,EC,MPC,2,0,0,Tarde,486.28,23.08,0.0,57.72,1,August,August,21,0.0
2018-08-04,2018-08-03,2018-08-01,2,EC,HD,3,0,0,Tarde,377.28,15.72,0.0,0.0,1,August,August,3,0.5
2018-09-03,2018-08-13,2018-08-01,3,DSC,HD,2,0,0,Tarde,321.29001,13.38,0.0,0.0,1,September,August,33,0.3529411764705882
2018-08-03,2018-08-02,2018-08-01,2,EC,HD,2,2,0,Tarde,289.92,12.08,0.0,0.0,1,August,August,2,0.3333333333333333
2018-08-11,2018-08-02,2018-08-01,3,EC,HD,2,0,0,Tarde,426.99,17.79,0.0,0.0,1,August,August,10,0.0909090909090909
2018-09-07,2018-08-03,2018-08-01,3,DSC,PC,2,0,0,Tarde,304.35,16.41,41.04,41.04,1,September,August,37,0.0526315789473684
2018-08-11,2018-08-03,2018-08-01,3,EM,HD,2,0,0,Tarde,437.13,18.21,0.0,0.0,1,August,August,10,0.1818181818181817
2018-08-03,2018-08-01,2018-08-01,2,EC,HD,2,0,0,Tarde,290.42,12.1,0.0,0.0,1,August,August,2,0.0
2018-08-27,2018-08-17,2018-08-01,4,EC,MPC,2,1,0,Tarde,435.92,20.72,0.0,51.84,1,August,August,26,0.5925925925925926
2018-08-18,2018-08-18,2018-08-01,3,EC,HD,3,0,0,Tarde,426.24,17.759999999999998,0.0,0.0,1,August,August,17,0.9444444444444444
2018-08-03,2018-08-02,2018-08-01,2,EC,HD,3,0,0,Tarde,399.32,16.64,0.0,0.0,1,August,August,2,0.3333333333333333
2018-08-04,2018-08-03,2018-08-01,2,EC,HD,3,0,0,Tarde,347.52,14.48,0.0,0.0,1,August,August,3,0.5
2018-08-12,2018-08-11,2018-08-01,1,EM,HD,2,2,0,Noche,166.39,6.93,0.0,0.0,1,August,August,11,0.8333333333333334
2018-08-27,2018-08-02,2018-08-01,4,EC,PC,3,0,1,Noche,648.56,34.68,86.68,86.68,1,August,August,26,0.037037037037037
2018-08-09,2018-08-02,2018-08-01,5,DSC,PC,2,0,0,Noche,587.23,31.55,78.89999999999999,78.89999999999999,1,August,August,8,0.1111111111111111
2018-08-10,2018-08-02,2018-08-01,3,DSC,MPA,2,0,0,Noche,372.60999,17.669999999999998,44.19,0.0,2,August,August,9,0.0999999999999999
2018-08-10,2018-08-02,2018-08-01,3,DSC,MPA,2,0,0,Noche,372.60999,17.669999999999998,44.19,0.0,2,August,August,9,0.0999999999999999
2018-08-10,2018-08-09,2018-08-01,4,EC,HD,4,0,0,Noche,720.0,30.0,0.0,0.0,1,August,August,9,0.8
2018-08-10,2018-08-06,2018-08-01,7,DSM,MPA,3,0,1,Noche,1054.0600000000002,49.84,124.6,0.0,1,August,August,9,0.5
2018-08-17,2018-08-03,2018-08-02,3,EC,MPC,2,0,0,Ma̱ana,334.13001,15.9,0.0,39.72,2,August,August,15,0.0625
2018-08-17,2018-08-03,2018-08-02,3,EC,MPC,2,0,0,Ma̱ana,334.13001,15.9,0.0,39.72,2,August,August,15,0.0625
2018-08-21,2018-08-14,2018-08-02,3,DSM,MPA,4,0,0,Ma̱ana,614.28,28.92,72.30000000000001,0.0,1,August,August,19,0.6
2018-08-14,2018-08-07,2018-08-02,3,EC,HD,2,1,0,Ma̱ana,538.95,22.47,0.0,0.0,1,August,August,12,0.3846153846153846
2018-08-14,2018-08-09,2018-08-02,4,EC,PC,2,0,0,Tarde,435.8,23.48,58.64,58.64,1,August,August,12,0.5384615384615384
2018-08-31,2018-08-30,2018-08-02,2,DSM,MPA,2,2,0,Tarde,322.66,15.24,38.1,0.0,1,August,August,29,0.9333333333333332
2018-09-09,2018-09-08,2018-08-02,3,EC,SA,3,0,0,Tarde,387.57,0.0,0.0,0.0,1,September,August,38,0.9487179487179488
2018-08-12,2018-08-11,2018-08-02,6,EM,MPA,2,2,0,Tarde,1048.78002,49.5,123.72,0.0,1,August,August,10,0.8181818181818181
2018-08-19,2018-08-06,2018-08-02,6,EC,HD,2,0,0,Tarde,905.76,37.74,0.0,0.0,1,August,August,17,0.2222222222222222
2018-08-13,2018-08-13,2018-08-02,6,EC,PC,1,0,0,Tarde,1062.73998,56.7,141.78,141.78,1,August,August,11,0.9166666666666666
2018-08-27,2018-08-06,2018-08-02,4,DVM,PC,2,0,0,Tarde,665.72,35.56,88.92,88.92,1,August,August,25,0.1538461538461538
2018-08-10,2018-08-02,2018-08-02,3,EC,HD,2,2,0,Tarde,619.11999,25.8,0.0,0.0,2,August,August,8,0.0
2018-08-10,2018-08-02,2018-08-02,3,EC,HD,2,1,0,Tarde,555.0600000000001,23.13,0.0,0.0,2,August,August,8,0.0
2018-09-07,2018-08-25,2018-08-02,3,IND,HD,1,0,0,Tarde,216.11001,9.0,0.0,0.0,1,September,August,36,0.6216216216216216
2018-08-20,2018-08-05,2018-08-02,4,EC,HD,2,0,0,Tarde,638.36,26.6,0.0,0.0,1,August,August,18,0.1578947368421053
2018-08-10,2018-08-09,2018-08-02,3,EC,PC,4,0,0,Noche,723.51999,33.99,84.99,0.0,1,August,August,8,0.7777777777777778
2018-08-15,2018-08-14,2018-08-02,7,EC,PC,4,0,0,Noche,1342.91003,71.61,178.99,178.99,1,August,August,13,0.8571428571428572
2018-09-09,2018-09-01,2018-08-02,1,DSC,SA,2,1,0,Noche,118.51,0.0,0.0,0.0,1,September,August,38,0.7692307692307692
2018-09-03,2018-08-04,2018-08-02,11,EC,MPA,2,0,0,Noche,1667.49,78.87,197.12,0.0,1,September,August,32,0.0606060606060605
2018-09-07,2018-08-29,2018-08-02,4,DSC,PC,2,0,0,Noche,335.44,18.2,45.48,45.48,2,September,August,36,0.7297297297297297
2018-09-07,2018-08-29,2018-08-02,4,IND,PC,1,0,0,Noche,335.44,18.2,45.48,45.48,2,September,August,36,0.7297297297297297
2018-08-19,2018-08-06,2018-08-02,6,DSC,MPC,2,0,0,Noche,735.28998,34.92,0.0,87.24,2,August,August,17,0.2222222222222222
2018-08-19,2018-08-06,2018-08-02,6,DSC,MPC,2,0,0,Noche,735.28998,34.92,0.0,87.24,2,August,August,17,0.2222222222222222
2018-09-14,2018-08-06,2018-08-03,2,DSC,MPC,2,1,0,Ma̱ana,136.58,6.58,0.0,16.46,2,September,August,42,0.0697674418604651
2018-09-14,2018-08-06,2018-08-03,2,DSC,MPC,2,0,0,Ma̱ana,136.66,6.58,0.0,16.48,2,September,August,42,0.0697674418604651
2018-08-26,2018-08-03,2018-08-03,6,EC,HD,3,0,0,Ma̱ana,610.8,25.44,0.0,0.0,1,August,August,23,0.0
2018-08-13,2018-08-05,2018-08-03,3,EC,HD,2,0,0,Ma̱ana,478.77,19.950000000000003,0.0,0.0,1,August,August,10,0.1818181818181817
2018-08-20,2018-08-06,2018-08-03,6,DSC,MPC,2,1,0,Ma̱ana,751.86,35.64,0.0,89.16,2,August,August,17,0.1666666666666666
2018-08-20,2018-08-06,2018-08-03,6,DSC,MPC,2,0,0,Ma̱ana,751.86,35.64,0.0,89.16,2,August,August,17,0.1666666666666666
2018-08-24,2018-08-03,2018-08-03,7,EM,HD,2,0,0,Tarde,666.12,27.72,0.0,0.0,1,August,August,21,0.0
2018-08-17,2018-08-03,2018-08-03,7,DSC,MPA,2,1,0,Tarde,1171.88001,55.3,138.32000000000002,0.0,1,August,August,14,0.0
2018-08-24,2018-08-03,2018-08-03,7,EM,HD,2,0,0,Tarde,951.72,39.620000000000005,0.0,0.0,1,August,August,21,0.0
2018-08-03,2018-08-03,2018-08-03,3,EC,MPA,2,2,0,Tarde,456.02001000000007,21.57,53.91,0.0,1,August,August,0,0.0
2018-08-10,2018-08-09,2018-08-03,3,EC,MPA,3,1,0,Tarde,656.4399900000001,30.87,77.19,0.0,1,August,August,7,0.75
2018-08-25,2018-08-04,2018-08-03,4,EC,PC,2,1,1,Tarde,538.93,28.88,72.24,72.24,1,August,August,22,0.0434782608695651
2018-08-27,2018-08-04,2018-08-03,4,EC,HD,3,0,0,Noche,592.96,24.72,0.0,0.0,1,August,August,24,0.04
2018-08-20,2018-08-19,2018-08-03,6,EC,HD,2,0,0,Noche,957.54,39.900000000000006,0.0,0.0,1,August,August,17,0.8888888888888888
2018-08-11,2018-08-10,2018-08-03,3,EC,HD,3,0,0,Noche,587.13,24.450000000000003,0.0,0.0,1,August,August,8,0.7777777777777778
2018-08-12,2018-08-07,2018-08-03,3,EM,HD,2,1,0,Ma̱ana,361.8,15.09,0.0,0.0,1,August,August,9,0.4
2018-08-21,2018-08-11,2018-08-03,7,EC,MPA,2,1,0,Ma̱ana,1468.5899900000002,69.08999999999999,172.76,0.0,1,August,August,18,0.4210526315789473
2018-08-18,2018-08-17,2018-08-04,3,EC,PC,4,0,0,Ma̱ana,579.24999,30.87,77.19,77.19,1,August,August,14,0.8666666666666667
2018-08-05,2018-08-05,2018-08-04,1,EC,HD,2,0,0,Ma̱ana,107.81,4.49,0.0,0.0,1,August,August,1,0.5
2018-08-27,2018-08-06,2018-08-04,4,EC,HD,2,0,0,Ma̱ana,431.24,17.96,0.0,0.0,1,August,August,23,0.0833333333333333
2018-08-17,2018-08-06,2018-08-04,7,EC,PC,2,1,0,Ma̱ana,1564.53003,83.23,208.18,208.18,2,August,August,13,0.1428571428571429
2018-08-17,2018-08-06,2018-08-04,7,EC,PC,2,0,0,Ma̱ana,1199.41003,64.05,160.16,160.16,2,August,August,13,0.1428571428571429
2018-08-27,2018-08-05,2018-08-04,4,EC,MPA,3,0,0,Ma̱ana,705.96,33.32,83.24,0.0,1,August,August,23,0.0416666666666666
2018-09-15,2018-09-05,2018-08-04,1,DSC,HD,2,0,0,Ma̱ana,99.76,4.16,0.0,0.0,1,September,August,42,0.7441860465116279
2018-09-14,2018-08-09,2018-08-04,2,DVM,PC,2,0,0,Ma̱ana,279.02,14.94,37.38,37.38,1,September,August,41,0.119047619047619
2018-08-23,2018-08-09,2018-08-04,4,EC,PC,2,0,0,Ma̱ana,470.38,25.28,63.2,63.2,1,August,August,19,0.25
2018-08-17,2018-08-15,2018-08-04,3,EC,MPC,2,1,0,Ma̱ana,436.64001,20.67,0.0,51.63,1,August,August,13,0.7857142857142857
2018-08-28,2018-08-13,2018-08-04,3,EM,HD,2,0,0,Ma̱ana,236.52,9.84,0.0,0.0,1,August,August,24,0.36
2018-08-28,2018-08-05,2018-08-04,3,EC,HD,2,0,0,Ma̱ana,222.12,9.24,0.0,0.0,1,August,August,24,0.04
2018-08-18,2018-08-06,2018-08-05,5,DSC,PC,2,0,0,Ma̱ana,587.23,31.55,78.89999999999999,78.89999999999999,1,August,August,13,0.0714285714285714
2018-08-27,2018-08-17,2018-08-05,4,DSC,HD,3,0,0,Ma̱ana,432.49332,18.0,0.0,0.0,1,August,August,22,0.5217391304347826
2018-08-27,2018-08-17,2018-08-05,4,DSC,HD,2,1,1,Tarde,445.92,18.6,0.0,0.0,1,August,August,22,0.5217391304347826
2018-08-17,2018-08-05,2018-08-05,3,EC,HD,2,0,0,Tarde,426.99,17.79,0.0,0.0,1,August,August,12,0.0
2018-08-12,2018-08-06,2018-08-05,4,EC,HD,2,0,0,Ma̱ana,354.76,14.8,0.0,0.0,1,August,August,7,0.125
2018-08-10,2018-08-10,2018-08-06,9,EM,MPA,3,0,0,Ma̱ana,1295.02998,61.29,153.18,0.0,1,August,August,4,0.8
2018-08-10,2018-08-08,2018-08-06,6,EC,PC,2,0,0,Tarde,653.7,35.22,87.96000000000001,87.96000000000001,1,August,August,4,0.4
2018-08-27,2018-08-16,2018-08-06,5,EC,PC,2,0,0,Tarde,476.33,25.75,64.35,64.35,1,August,August,21,0.4545454545454546
2018-08-27,2018-08-15,2018-08-06,3,EC,MPC,2,0,0,Tarde,249.75,11.97,0.0,29.910000000000004,1,August,August,21,0.409090909090909
2018-09-08,2018-08-19,2018-08-06,7,EM,PC,2,0,0,Tarde,693.96999,37.45,93.59,93.59,1,September,August,33,0.3823529411764705
2018-08-27,2018-08-27,2018-08-06,3,EC,MPA,3,0,0,Tarde,529.47,24.99,62.42999999999999,0.0,1,August,August,21,0.9545454545454546
2018-08-07,2018-08-06,2018-08-06,5,EC,MPA,2,0,1,Tarde,702.1500000000001,33.25,83.10000000000001,0.0,1,August,August,1,0.0
2018-08-08,2018-08-07,2018-08-06,7,EC,MPA,2,1,1,Noche,936.23999,44.38,110.88,0.0,1,August,August,2,0.3333333333333333
2018-08-11,2018-08-07,2018-08-06,3,EC,HD,2,1,1,Noche,554.87001,23.13,0.0,0.0,1,August,August,5,0.1666666666666666
2018-08-19,2018-08-06,2018-08-06,3,EC,HD,2,0,0,Noche,426.99,17.79,0.0,0.0,1,August,August,13,0.0
2018-08-27,2018-08-15,2018-08-06,3,EC,PC,2,0,0,Noche,278.31,15.03,37.62,37.62,1,August,August,21,0.409090909090909
2018-09-14,2018-08-16,2018-08-06,2,EM,PC,3,0,0,Noche,259.56,13.92,34.8,34.8,1,September,August,39,0.25
2018-08-24,2018-08-23,2018-08-06,3,EM,PC,2,1,0,Noche,490.32999,26.19,65.49,65.49,1,August,August,18,0.8947368421052632
2018-08-25,2018-08-07,2018-08-06,3,DSC,HD,2,0,0,Noche,243.26001,10.14,0.0,0.0,1,August,August,19,0.05
2018-08-26,2018-08-17,2018-08-06,3,EC,PC,3,0,0,Ma̱ana,564.6899999999999,30.12,75.30000000000001,75.30000000000001,1,August,August,20,0.5238095238095238
2018-08-27,2018-08-09,2018-08-06,4,EC,HD,2,1,0,Ma̱ana,560.6,23.36,0.0,0.0,1,August,August,21,0.1363636363636363
2018-08-19,2018-08-08,2018-08-06,3,EC,PC,3,0,0,Ma̱ana,677.4300000000001,36.06,90.12,90.12,1,August,August,13,0.1428571428571429
2018-08-12,2018-08-11,2018-08-07,3,EC,MPA,4,0,0,Tarde,370.88001,17.61,44.01,0.0,1,August,August,5,0.6666666666666667
2018-08-25,2018-08-13,2018-08-07,5,EC,HD,2,1,1,Tarde,532.63,22.200000000000003,0.0,0.0,3,August,August,18,0.3157894736842105
2018-08-25,2018-08-13,2018-08-07,5,EC,HD,2,1,0,Tarde,532.63,22.200000000000003,0.0,0.0,3,August,August,18,0.3157894736842105
2018-08-25,2018-08-13,2018-08-07,5,EC,HD,2,1,0,Tarde,532.63,22.200000000000003,0.0,0.0,3,August,August,18,0.3157894736842105
2018-08-20,2018-08-07,2018-08-07,4,EC,HD,2,0,0,Tarde,638.36,26.6,0.0,0.0,1,August,August,13,0.0
2018-08-20,2018-08-19,2018-08-07,3,EC,HD,2,0,0,Tarde,450.56001,18.78,0.0,0.0,1,August,August,13,0.8571428571428572
2018-08-20,2018-08-19,2018-08-07,3,EC,HD,2,0,0,Tarde,450.57,18.78,0.0,0.0,1,August,August,13,0.8571428571428572
2018-08-24,2018-08-23,2018-08-07,3,EC,PC,2,1,0,Noche,526.80999,28.11,70.28999999999999,70.28999999999999,1,August,August,17,0.8888888888888888
2018-09-03,2018-08-08,2018-08-08,3,EC,SA,2,0,0,Ma̱ana,422.82,0.0,0.0,0.0,1,September,August,26,0.0
2018-08-31,2018-08-08,2018-08-08,2,EC,MPA,2,0,0,Tarde,323.2,15.26,38.16,0.0,1,August,August,23,0.0
2018-09-15,2018-08-15,2018-08-08,4,EC,PC,2,0,0,Tarde,534.0,28.64,71.6,71.6,1,September,August,38,0.1794871794871795
2018-08-28,2018-08-12,2018-08-08,4,EC,HD,3,0,0,Tarde,624.6,26.04,0.0,0.0,1,August,August,20,0.1904761904761904
2018-08-09,2018-08-08,2018-08-08,3,EC,PC,2,2,0,Tarde,531.36999,28.35,70.89,70.89,1,August,August,1,0.0
2018-08-14,2018-08-13,2018-08-08,6,DSC,PC,2,2,0,Tarde,957.85998,51.17999999999999,127.98,127.98,1,August,August,6,0.7142857142857143
2018-09-08,2018-08-08,2018-08-08,9,DVM,PC,2,0,0,Tarde,1308.87,70.11,175.14,175.14,1,September,August,31,0.0
2018-08-28,2018-08-19,2018-08-08,3,EC,MPA,2,0,0,Tarde,383.01,18.15,45.42,0.0,1,August,August,20,0.5238095238095238
2018-08-24,2018-08-16,2018-08-08,3,EC,MPA,1,0,0,Noche,297.81999,14.19,35.49,0.0,3,August,August,16,0.4705882352941176
2018-08-24,2018-08-24,2018-08-08,3,EC,MPA,1,0,0,Noche,297.81999,14.19,35.49,0.0,3,August,August,16,0.9411764705882352
2018-09-09,2018-08-25,2018-08-08,8,EM,PC,2,1,0,Noche,1461.68,78.0,194.96,194.96,1,September,August,32,0.5151515151515151
2018-08-18,2018-08-09,2018-08-08,6,EC,HD,2,0,0,Noche,905.76,37.74,0.0,0.0,1,August,August,10,0.0909090909090909
2018-08-17,2018-08-14,2018-08-08,3,EC,PC,2,0,0,Noche,353.49999,18.99,47.49,47.49,1,August,August,9,0.6
2018-08-17,2018-08-14,2018-08-08,3,EC,PC,2,0,0,Noche,353.49999,18.99,47.49,47.49,1,August,August,9,0.6
2018-08-13,2018-08-12,2018-08-08,3,EC,HD,2,0,0,Noche,478.77,19.950000000000003,0.0,0.0,1,August,August,5,0.6666666666666667
2018-08-22,2018-08-13,2018-08-08,7,EC,PC,3,0,0,Ma̱ana,1543.19998,82.11,205.31,205.31,1,August,August,14,0.3333333333333333
2018-08-13,2018-08-10,2018-08-08,3,EC,HD,2,0,0,Ma̱ana,478.77,19.950000000000003,0.0,0.0,1,August,August,5,0.3333333333333333
2018-08-22,2018-08-12,2018-08-09,3,DSC,MPC,2,1,0,Tarde,385.755,18.3,0.0,45.72,2,August,August,13,0.2142857142857143
2018-08-22,2018-08-12,2018-08-09,3,DSC,MPC,1,1,0,Tarde,385.755,18.3,0.0,45.72,2,August,August,13,0.2142857142857143
2018-08-19,2018-08-13,2018-08-09,4,EC,PC,2,0,0,Tarde,435.8,23.48,58.64,58.64,1,August,August,10,0.3636363636363636
2018-09-03,2018-08-09,2018-08-09,4,EC,PC,3,0,0,Tarde,386.5,20.88,52.16,52.16,1,September,August,25,0.0
2018-09-03,2018-08-09,2018-08-09,4,EC,PC,1,0,0,Tarde,243.72,13.36,33.4,33.4,1,September,August,25,0.0
2018-08-27,2018-08-13,2018-08-09,3,EC,MPA,2,0,0,Tarde,257.67,12.330000000000002,30.84,0.0,1,August,August,18,0.2105263157894736
2018-08-18,2018-08-09,2018-08-08,6,EC,HD,2,2,0,Tarde,1313.32002,54.72,0.0,0.0,1,August,August,10,0.0909090909090909
2018-08-19,2018-08-18,2018-08-09,2,EM,HD,3,0,0,Tarde,347.52,14.48,0.0,0.0,1,August,August,10,0.8181818181818181
2018-08-17,2018-08-16,2018-08-09,3,EC,HD,2,2,0,Tarde,386.88999,16.11,0.0,0.0,1,August,August,8,0.7777777777777778
2018-09-05,2018-09-03,2018-08-09,5,DSC,MPC,2,2,0,Noche,612.6,29.1,0.0,72.69999999999999,1,September,August,27,0.8928571428571429
2018-08-26,2018-08-14,2018-08-10,3,EC,HD,2,2,0,Ma̱ana,322.04999999999995,13.41,0.0,0.0,1,August,August,16,0.2352941176470588
2018-08-31,2018-08-13,2018-08-10,2,EC,HD,2,0,0,Tarde,284.74,11.86,0.0,0.0,1,August,August,21,0.1363636363636363
2018-08-30,2018-08-21,2018-08-10,3,EC,HD,2,0,0,Noche,373.9500000000001,15.57,0.0,0.0,1,August,August,20,0.5238095238095238
2018-08-26,2018-08-14,2018-08-10,5,DSC,PC,2,0,1,Noche,525.0,28.3,70.7,70.7,1,August,August,16,0.2352941176470588
2018-08-31,2018-08-22,2018-08-12,2,EC,HD,2,0,0,Ma̱ana,199.91,8.34,0.0,0.0,1,August,August,19,0.5
2018-09-15,2018-09-04,2018-08-12,1,DVM,MPA,2,0,0,Ma̱ana,135.32,6.41,16.03,0.0,1,September,August,34,0.6571428571428571
2018-09-14,2018-08-20,2018-08-12,2,DSC,HD,2,0,0,Ma̱ana,218.72,9.12,0.0,0.0,1,September,August,33,0.2352941176470588
2018-08-31,2018-08-13,2018-08-12,2,EC,PC,2,0,0,Ma̱ana,336.58,17.98,44.94,44.94,1,August,August,19,0.05
2018-08-31,2018-08-20,2018-08-13,2,EC,HD,2,1,0,Ma̱ana,259.9,10.82,0.0,0.0,1,August,August,18,0.368421052631579
2018-08-26,2018-08-13,2018-08-13,1,EC,PC,3,0,0,Ma̱ana,188.23,10.04,25.1,25.1,1,August,August,13,0.0
